Serial,Event,Region,District,Date,Location,Country,latitude,longitude,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses USD,Losses Local,Education Centers,Hospitals,Damages in Crops Ha,Lost Cattle,Damages in Roads Mts,GLIDEnumber,Comments
4483,RAINSTORM,VOLTA,SOUTH TONGU,2020/11/29,DABALA,Ghana,5.9830292,0.6652521,,,,,4,,,,,0,0,,,,0,,,
4475,RAINSTORM,VOLTA,SOUTH DAYI,2020/11/07,KPALIME DUGA,Ghana,6.5709867,0.1595639,,,,,9,,,,,0,0,,,,0,,,
4470,RAINSTORM,WESTERN,WASSA AMENFI WEST,2020/01/04,GYAMAN,Ghana,5.7371665,-2.3007167,,,,,4,,,,,0,0,,,,0,,,4 HOUSES
4468,RAINSTORM,VOLTA,KETU NORTH MUNICIPAL,2020/10/20,KEKPO MANYA,Ghana,6.241968,0.9938336,,,,,15,,,,,0,0,,,,0,,,
4466,RAINSTORM,CENTRAL,ASIKUMA ODOBEN BRAKWA,2020/10/15,BRAKWA,Ghana,5.7040432,-0.9977093,,,,,6,,,,,0,0,,,,0,,,
4464,RAINSTORM,WESTERN,WASSA AMENFI WEST,2020/01/04,ATOBRAKROM,Ghana,5.7955143,-2.4306446,,,,,,,,,,0,0,,,,0,,,5 HOUSES AND 1 SCHOOL WERE AFFECTED
4462,FLOOD,CENTRAL,MFANTSIMAN MUNICIPAL,2020/06/10,NKWANTA,Ghana,5.1032121,-1.6466618,,,,,6,,,,,0,0,,,,0,,,
4460,FLOOD,CENTRAL,AWUTU SENYA EAST MUNICIPAL,2020/10/17,DAM JUNCTION,Ghana,5.5304536,-0.4527869,,1,,,1,,,,,0,0,,,,0,,,
4456,FLOOD,CENTRAL,MFANTSIMAN MUNICIPAL,2020/06/10,MANKESSIM,Ghana,5.2751525,-1.0391095,,,,5,,,,,,0,0,,,,0,,,
4437,RAINSTORM,WESTERN,WASSA AMENFI WEST,2020/01/04,ASANKRANGWA,Ghana,5.8102804,-2.4462177,,,,,,,,,,0,0,,,,0,,,42 HOUSES AND 2 SCHOOLS
4435,RAINSTORM,CENTRAL,AGONA WEST MUNICIPAL,2020/12/20,NSUANSA,Ghana,5.5203519,-0.7024387,,,,8,,,,,,0,0,,,,0,,,
4417,RAINSTORM,CENTRAL,TWIFO ATTI MORKWA,2020/06/05,KOTOKYE,Ghana,5.6807933,-1.792166,,,,,39,,,,,0,0,,,,0,,,
4409,RAINSTORM,CENTRAL,TWIFO ATTI MORKWA,2020/06/05,WAMASO,Ghana,5.6807933,-1.792166,,,,,104,,,,,0,0,,,,0,,,
4402,FLOOD,VOLTA,HO MUNICIPAL,2020/11/11,TRAFALGA,Ghana,6.6012702,0.4815236,7,,,,1,,,,,0,0,,,,0,,,
4398,FLOOD,WESTERN,TARKWA NSUAEM MUNICIPAL,2020/05/23,RAILWAY QUARTERS,Ghana,5.1371224,-2.3311407,,,,,3,,,,,0,0,,,,0,,,
4170,FLOOD,VOLTA,SOUTH DAYI,2020/05/27,PEKI AVETIME,Ghana,6.500643,0.1944437,,,,,1,,,,,0,0,,,,0,,,
4165,FLOOD,UPPER EAST,GARU TEMPANE,2020/09/01,,Ghana,10.793792,-0.3741197,,,,,845,,,,,0,0,,,,0,,,
4163,FLOOD,VOLTA,NORTH TONGU,2020/05/23,DORFOR GBORKPO,Ghana,6.1442009,0.1332795,,,,,10,,,,,0,0,1,,,0,,,
4161,FLOOD,EASTERN,ASENE MANSO AKROSO,2020/04/25,MANSO,Ghana,5.8550784,-0.9865324,,,,6,,,,,,0,0,,,,0,,,
4156,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2020/05/09,MADINA,Ghana,5.8357609,-1.8918058,,,,,9,,,,,0,0,,,,0,,,
4153,FLOOD,EASTERN,FANTEAKWA NORTH,2020/04/25,BEGORO,Ghana,6.3850552,-0.3962377,,,,9,,,,,,0,0,,,,0,,,
4149,FLOOD,UPPER EAST,KASENA NANKANA WEST,2020/09/22,,Ghana,10.8722916,-1.5377358,,,,,383,,,,,0,0,,,55,0,,,
4139,TIDAL WAVES,VOLTA,KETU SOUTH MUNICIPAL,2020/06/16,ADAVEDZI,Ghana,6.0799615,0.9236463,,,,,35,,,,,0,0,,,,0,,,
4132,RAINSTORM,EASTERN,YILO KROBO MUNICIPAL,2020/04/20,NKRAKAN,Ghana,6.1278391,-0.2237178,,,,,20,,,,,0,0,,,,0,,,
4127,FLOOD,UPPER EAST,KASENA NANKANA WEST,2020/09/08,,Ghana,10.8722916,-1.5377358,,,,,74,,,,,0,0,,,1,0,,,
4116,RAINSTORM,CENTRAL,UPPER DENKYIRA WEST,2020/04/02,NTOM,Ghana,6.106176,-2.1636259,,,,,3,,,,,0,0,1,,,0,,,
4119,RAINSTORM,VOLTA,HO MUNICIPAL,2020/03/11,AKOEFE GADZA ACHIACHI,Ghana,6.6486981,0.4920838,,,,,26,,,,,0,0,,,,0,,,
4117,RAINSTORM,EASTERN,LOWER MANYA MANYA KROBO MUN.,2020/05/25,"OTROKPOR,AKRUSU,BREPOW KPETI",Ghana,6.3290815,-0.4635715,,,,,25,,,,,0,0,,,,0,,,
4112,RAINSTORM,EASTERN,FANTEAKWA SOUTH,2020/04/25,"OSINO,JUASO,SAAMAN",Ghana,6.0586755,-1.2301328,,,,,32,,,,,0,0,,,,0,,,
4110,RAINSTORM,VOLTA,HO MUNICIPAL,2020/03/06,HO TOWNSHIP,Ghana,6.6774172,0.3298825,,3,,20,,,,,,0,0,,,,0,,,
4107,RAINSTORM,EASTERN,ABUAKWA NORTH MUNICIPAL,2020/04/25,ABOABO,Ghana,6.6946573,-1.6104412,,,,,2,,,,,0,0,,,,0,,,
4098,FLOOD,EASTERN,ABUAKWA SOUTH MUNICIPAL,2021/03/25,"AHWERASE,KYEBI HABITAT,AKYEM ADUKROM,MAASE,ADDO NKWANTA,BOMP",Ghana,6.7456737,-1.4201965,,,,,25,,,,,0,0,,,,0,,,
4093,RAINSTORM,VOLTA,HO WEST,2020/05/16,VANE SHS,Ghana,6.8708727,0.306241,,,,,,,,,,0,0,1,,,0,,,
4092,FLOOD,ASHANTI,OBUASI EAST,2019/12/04,Kokotesua,Ghana,6.2131272,-1.6730547,,,,13,,,,,,0,0,,,,0,,,
4084,FLOOD,ASHANTI,OBUASI EAST,2019/10/06,Pomposo,Ghana,6.202848,-1.6182626,,,,1,,,,,,0,0,,,,0,,,
4083,RAINSTORM,EASTERN,DENKYEMBOUR,2020/04/25,"AWEASE,WENCHI,SOABE,ALAFIA,MMOFRA,APMTIA,DWENASE",Ghana,6.0417448,-0.9738381,,,,,15,,,,,0,0,,,,0,,,
4386,FLOOD,WESTERN,MPOHOR,2020/04/06,BANSO,Ghana,4.9730397,-1.9047119,,,,,12,,,,,0,0,,,,0,,,
4376,FLOOD,BONO,DORMAA EAST DISTRICT,2020/11/26,WAMFIE WEST,Ghana,7.2949372,-2.721155,,,,,1,,,,,0,0,,,,0,,,
4176,RAINSTORM,NORTHERN,GUSHIEGU MUNICIPAL,2020/04/11,DIKPUNG,Ghana,9.9233301,-0.2316757,,,,,8,,,,,0,0,,,,0,,,
4174,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2020/05/09,BARRIER,Ghana,5.819848,-2.1623949,,,,,17,,,,,0,0,,,,0,,,
4175,FLOOD,EASTERN,AKUAPIM NORTH,2020/06/25,OKORASE,Ghana,6.0450067,-0.2729789,,,,1,,,,,,0,0,,,,0,,,
4166,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2021/03/25,ACQUAKROM,Ghana,5.9757809,-1.7806085,,,,,2,,,,,0,0,,,,0,,,
4162,RAINSTORM,NORTHERN,KARAGA,2020/05/20,KARAGA,Ghana,9.9246357,-0.4417483,,,,,69,,,,,0,0,,,,0,,,
4157,FLOOD,EASTERN,DENKYEMBOUR,2020/04/01,"AKODIA,MALLAM NKWANTA",Ghana,9.6421558,-11.0305527,,,,19,,,,,,0,0,,,,0,,,
4154,RAINSTORM,VOLTA,NORTH DAYI,2020/05/28,ANFOEGA,Ghana,6.8858892,0.2733277,,,,,3,,,,,0,0,,,,0,,,
4129,RAINSTORM,NORTHERN,ZABZUGU,2020/05/05,ZABZUGU,Ghana,9.2943415,0.3455969,,,,,68,,,,,0,0,2,,,0,,,TWO SCHOOLS WERE ALSO AFFECTED
4148,RAINSTORM,CENTRAL,UPPER DENKYIRA EAST,2020/04/09,BEDIASO,Ghana,5.8357609,-1.8918058,,,,,5,,,,,0,0,,,,0,,,
4142,RAINSTORM,CENTRAL,UPPER DENKYIRA WEST,2021/03/25,PEWODIE,Ghana,6.1061008,-2.3720789,,,,,3,,,,,0,0,,,,0,,,
4128,FLOOD,VOLTA,HO MUNICIPAL,2020/03/07,HO TOWNSHIP,Ghana,6.6774172,0.3298825,,,,,23,,,,,0,0,,,,0,,,
4126,RAINSTORM,EASTERN,KWAHU AFRAM PLAINS NORTH,2020/04/01,KWEAKESE,Ghana,7.0572397,-0.1191759,,,,,56,,,,,0,0,,,,0,,,
4121,FLOOD,UPPER EAST,BONGO,2020/09/14,,Ghana,10.9108526,-0.8178379,,,,,49,,,,,0,0,,,14,0,,,
4118,RAINSTORM,NORTHERN,TOLON,2020/04/11,TOLON,Ghana,9.4306381,-1.0708374,,,,,6,,,,,0,0,,,,0,,,
4111,RAINSTORM,UPPER EAST,TALENSI,2020/06/01,,Ghana,10.7031491,-1.0597933,,3,,,76,,,,,0,0,,,23,0,,,
4109,TIDAL WAVES,VOLTA,KETU SOUTH MUNICIPAL,2020/05/05,AGAVIDE,Ghana,6.0799615,0.9236463,,,,10,,,,,,0,0,,,,0,,,
4102,RAINSTORM,NORTHERN,KUMBUMGU,2020/06/10,TUBUNG,Ghana,9.560591,-0.9580612,,,,,7,,,,,0,0,,,,0,,,
4096,RAINSTORM,EASTERN,KWAHU AFRAM PLAINS SOUTH,2020/36/25,"KORANTENG,FORIFORI",Ghana,6.877115,-0.7438906,,,,,1,,,,,0,0,1,,,0,,,
4090,RAINSTORM,EASTERN,ASENE MANSO AKROSO,2020/06/25,"ASENE,BATABI",Ghana,5.8550784,-0.9865324,,,,,10,,,,,0,0,,,,0,,,
4079,RAINSTORM,VOLTA,HO WEST,2020/07/02,ABUTIA-KLOE,Ghana,6.4851212,0.3453102,,,,,1,,,,,0,0,,,,0,,,
4077,RAINSTORM,EASTERN,NEW JUABEN SOUTH MUNICIPAL,2021/03/25,"SOKAWOFIE,AHENDRONOMU,ZONGO,MANTIMANKABI,ASIKASU",Ghana,5.9492694,-0.5589993,,,,,20,,,,,0,0,,,,0,,,
4074,RAINSTORM,VOLTA,HO WEST,2020/05/25,DZOLO GBOGAME,Ghana,6.7717132,0.4696654,,,,,2,,,,,0,0,,,,0,,,
4069,RAINSTORM,EASTERN,OKERE,2020/04/25,"ABIRIW,ASESEESO,ASENEMA,OKRAKWADJA,AMANFRO,ADUJROM",Ghana,6.0108088,-0.0564715,,,,,28,,,,,0,0,,,,0,,,
4059,RAINSTORM,VOLTA,AGOTIME - ZIOPE,2020/04/25,ZIOPKE KPORTA,Ghana,6.473179,0.5225923,,,,,2,,,,,0,0,,,,0,,,
4053,RAINSTORM,VOLTA,AGOTIME - ZIOPE,2020/04/25,MANGOTDEKE,Ghana,6.486855,0.7313561,,,,,2,,,,,0,0,,,,0,,,
4046,RAINSTORM,VOLTA,AGOTIME - ZIOPE,2020/04/19,AMEZAKOPE,Ghana,6.473179,0.5225923,,,,,1,,,,,0,0,,,,0,,,
4040,RAINSTORM,VOLTA,AFADJATO SOUTH,2020/06/09,LIATI,Ghana,6.9818489,0.4870034,,,,,12,,,,,0,0,,,,0,,,
4027,RAINSTORM,EASTERN,AYENSUANO,2020/04/25,"MARRFOKROM,DOCROCHIWA,KWABOANTA,ONAKWASE,KOFIOPARE,AGYEIFKRO",Ghana,6.9948888,-2.7338144,,,,,114,,,,,0,0,,,,0,,,
4028,LAKE/RIVER ACCIDENT,CENTRAL,EKUMFI,2020/05/25,,Ghana,5.2884608,-1.0739654,1,,,,,,,,,0,0,,,,0,,,GOT DROWNED IN A RIVER
4023,RAINSTORM,EASTERN,BIRIM NORTH,2020/04/25,"MARFOKROM,DODOWRASO,ODONTUASE,AKWEITEY,ADUASENA",Ghana,6.429648,-0.9609094,,,,,6,,,,,0,0,,,,0,,,
4021,RAINSTORM,EASTERN,WEST AKIM MUNICIPAL,2020/04/25,"KWASI NYARKO,OKURASE,KWAME DUODU,OGOMEH,AKTAYENSUA,ASUOKAW",Ghana,5.9080872,-0.8295041,,,,,23,,,,,0,0,,,,0,,,
4019,RAINSTORM,CENTRAL,EKUMFI,2020/04/26,ABONTSEN,Ghana,5.2783246,-0.9351143,,,,,1,,,,,0,0,,,,0,,,
4016,FLOOD,EASTERN,ACHIASE,2020/04/25,"(ANAMASE,AHENBRONUM,KK MARFO)",Ghana,5.8786052,-0.9127765,,,,,28,,,,,0,0,,,,0,,,
4014,RAINSTORM,EASTERN,LOWER MANYA MANYA KROBO MUN.,2020/04/25,"ATUA,SMALL LONDON,SPARROW,MENEKPO,KPONGUNOR",Ghana,6.2125598,-0.1364348,,,,,21,,,,,0,0,,,,0,,,
4011,RAINSTORM,EASTERN,ASUOGYAMAN,2020/04/28,"AMOANDA,NAFOKIAKOPE,NEW AKRADE,GHANAKOPE,ABOASA,ATIMPOKU,APA",Ghana,6.2088704,0.0778193,,,,,55,,,,,0,0,2,,,0,,,
4009,RAINSTORM,EASTERN,KWAEBIBIREM MUNICIPAL,2020/05/20,"KADE,KWASIMANYA,SUBRISO,TAKYIMAN",Ghana,6.8434091,-2.0806722,,,,,,,,,,0,0,4,,,0,,,
4002,RAINSTORM,EASTERN,WEST AKIM MUNICIPAL,2020/04/20,"OWURAM,BETOOM,KWAME TIA",Ghana,5.9080872,-0.8515227,,,,,40,,,,,0,0,,,,0,,,
3999,RAINSTORM,EASTERN,KWAHU WEST MUNICIPAL,2020/04/20,KWAHU OFRAMASE,Ghana,6.4916725,-0.9436857,,,,,1,,,,,0,0,,,,0,,,
3977,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2020/05/16,NYAMEENIE,Ghana,5.3783958,-1.6220305,,,,,8,,,,,0,0,,,,0,,,
3972,FLOOD,ASHANTI,ASOKWA MUNICIPAL,2019/10/05,Donpoase Amprabon,Ghana,6.6738491,-1.6089211,,,,5,,,,,,0,0,,,,0,,,
4067,RAINSTORM,VOLTA,HO MUNICIPAL,2020/06/28,TSIYIKPOTA,Ghana,6.6177855,0.4776665,,,,,17,,,,,0,0,,,,0,,,
4063,RAINSTORM,VOLTA,AGOTIME - ZIOPE,2020/04/25,ABORDAHI,Ghana,6.473179,0.5225923,,,,,3,,,,,0,0,,,,0,,,
4058,RAINSTORM,CENTRAL,UPPER DENKYIRA WEST,2020/04/02,ASUADEI,Ghana,6.178894,-2.1218151,,,,,3,,,,,0,0,,,,0,,,
4035,RAINSTORM,EASTERN,BIRIM CENTRAL MUNICIPAL,2020/03/25,"ODA NKWANTA,GYADAM,ODA NEW TOWN",Ghana,5.9749709,-1.0918021,,,,,31,,,,,0,0,,,,0,,,
4051,FLOOD,ASHANTI,ADANSI ASOKWA,2019/10/11,Anitoa,Ghana,6.1693473,-1.5708525,,,,1,,,,,,0,0,,,,0,,,
4050,RAINSTORM,VOLTA,AGOTIME - ZIOPE,2020/04/19,BATUME JUNCTION,Ghana,6.491081,0.7236154,,,,,1,,,,,0,0,,,,0,,,
4041,FLOOD,CENTRAL,EKUMFI,2020/06/13,ESSUEHYIA,Ghana,5.305039,-0.8970917,,,,,10,,,,,0,0,,,,0,,,
4036,FLOOD,CENTRAL,EKUMFI,2020/06/10,EYISAM,Ghana,5.2851525,-0.9461975,,,,,20,,,,,0,0,,,,0,,,
4032,FLOOD,CENTRAL,EKUMFI,2020/03/30,EYISAM,Ghana,5.2851525,-0.9461975,,,,,20,,,,,0,0,,,,0,,,
4020,RAINSTORM,EASTERN,ATIWA WEST,2020/05/25,"PAMENG,KWABENG",Ghana,6.2723115,-0.6815739,,,,,4,,,,,0,0,,,,0,,,
4018,RAINSTORM,EASTERN,KWAHU EAST,2020/04/25,"HWEEHWEE,MIASO,KOTOSO,ASEMOANEYE",Ghana,6.7258054,-0.811674,,,,,44,,,,,0,0,,,,0,,,
4017,RAINSTORM,CENTRAL,EKUMFI,2020/04/26,ESSAKYIR,Ghana,5.3180987,-0.8988082,,,,,2,,,,,0,0,,,,0,,,
4006,RAINSTORM,EASTERN,AKUAPIM NORTH,2020/04/26,"SAFORO,TINKONG,OLS ASUOYAA,AKROPONG,MAMFE,OKORASE",Ghana,5.9586607,-0.234806,,,,,25,,,,,0,0,,,,0,,,
3990,FLOOD,CENTRAL,ABURA ASEBU KWAMANKESE,2020/06/18,MPESEDUADZE,Ghana,5.2682888,-1.34606,,,,,1,,,,,0,0,,,,0,,,
3983,FLOOD,ASHANTI,ASOKWA MUNICIPAL,2019/10/95,Arhinsa near zoom lion office,Ghana,6.6638811,-1.6301313,,,,1,,,,,,0,0,,,,0,,,
3981,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2020/05/27,JUKWA,Ghana,5.3783958,-1.6220305,,,,,12,,,,,0,0,,,,0,,,
3979,FLOOD,ASHANTI,ASOKWA MUNICIPAL,2019/09/18,Asokwa Extension,Ghana,6.6735201,-1.6043817,,,,2,,,,,,0,0,,,,0,,,
3975,RAINSTORM,CENTRAL,TWIFO HEMAN LOWER DENKYIRA,2020/04/30,WATRESO,Ghana,5.3783958,-1.6220305,,,,,6,,,,,0,0,,,,0,,,
3956,FLOOD,ASHANTI,SUAME MUNICIPAL,2019/10/26,Abusuakrom,Ghana,6.7169329,-1.6352804,,,,33,,,,,,0,0,,,,0,,,
3953,FLOOD,ASHANTI,SUAME MUNICIPAL,2019/10/19,Kronum Kwapra,Ghana,6.7633282,-1.6454649,,,,1,,,,,,0,0,,,,0,,,
3950,FLOOD,ASHANTI,JUABEN MUNICIPAL,2019/10/19,Tarkwa Maakro,Ghana,6.7275239,-1.6402137,,,,15,,,,,,0,0,,,,0,,,
3938,FLOOD,VOLTA,KETU SOUTH MUNICIPAL,2020/09/25,AGAVEDZI,Ghana,6.0934979,1.1495301,,,,,35,,,,,0,0,,,2.43,0,,,
3926,RAINSTORM,WESTERN NORTH,AOWIN MUNICIPAL,2020/03/30,NYAKAMA ENCHI,Ghana,5.820053,-2.8276786,,,,,42,,,,,0,0,,,,0,,,
3916,FLOOD,ASHANTI,EJURA SEKYEDUMASE MUNICIPAL,2020/06/17,ANYINASU,Ghana,7.3050258,-1.554876,1,,,,,,,,,0,0,,,,0,,,
3540,FLOOD,NORTHERN,SABOBA,2020/08/12,"KITEEK, KUWANI, NALONGNI",Ghana,9.7064051,0.3111032,,,,,2,,,,,0,0,,,576,0,,,
3538,FLOOD,NORTHERN,GUSHIEGU MUNICIPAL,2020/08/10,SALAA,Ghana,9.9226649,-0.8516955,,,,,2,,,,,0,0,,,30,0,,,
1668,RAINSTORM,WESTERN,AOWIN,2019/01/18,OMAPE,Ghana,5.6941203,-3.1074137,,,,31,,,,,,0,0,,,,0,,,
2901,RAINSTORM,VOLTA,NKWANTA NORTH,2012/04/13,OGYIRI-AKURA,Ghana,8.5509774,-0.0534841,,,,14,,,,,,0,0,,,,0,,,
2899,RAINSTORM,VOLTA,NKWANTA NORTH,2012/04/13,ABUNYANYA,Ghana,8.5509774,-0.0534841,,,,35,,,,,,0,0,,,,0,,,
2897,RAINSTORM,VOLTA,JASIKAN,2012/04/10,OLD AYOWA,Ghana,7.2883305,0.6261878,,,,1,,,,,,0,0,,,,0,,,
2895,RAINSTORM,VOLTA,JASIKAN,2012/04/10,NEW AYOMA,Ghana,7.2876799,0.5811166,,,,1,,,,,,0,0,,,,0,,,
2893,RAINSTORM,VOLTA,JASIKAN,2012/04/03,JASICO,Ghana,7.4148188,0.4632051,,,,1,,,,,,0,0,,,,0,,,
2891,FLOOD,VOLTA,KETU NORTH MUNICIPAL,2012/04/07,TADZEWU,Ghana,6.1916272,0.8859014,,,,50,,,,,,0,0,,,,0,,,
2881,FLOOD,VOLTA,KADJEBI,2012/02/10,KADJEBI,Ghana,7.5262975,0.4552028,,,,2,,,,,,0,0,,,,0,,,
2877,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,RESIDENCY,Ghana,6.610294,0.4654171,,,,1,,,,,,0,0,,,,0,,,
2875,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO-KPODZI,Ghana,6.6030099,0.4722471,,,,3,3,,,,,0,0,,,,0,,,
2873,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO-BANKOE,Ghana,6.6142022,0.4669684,,,,2,,,,,,0,0,,,,0,,,
2871,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,AHOE,Ghana,7.8961632,-3.6733937,,,,1,,,,,,0,0,,,,0,,,
2869,RAINSTORM,VOLTA,KRACHI WEST,2012/04/12,AMEWOYIKOPE,Ghana,7.8351998,0.0841966,,,,8,,,,,,0,0,,,,0,,,
2867,RAINSTORM,VOLTA,KRACHI WEST,2012/04/12,CHINDERI,Ghana,8.1333323,-0.1705997,,,,9,,,,,,0,0,,,,0,,,
2852,RAINSTORM,UPPER WEST,WA MUNICIPAL,2012/04/19,,Ghana,10.0391744,-2.6249904,,,,,28,,,,,0,0,,,,0,,,
2850,RAINSTORM,UPPER WEST,SISSALA  WEST,2012/04/12,,Ghana,10.7458566,-2.6280144,,,,,38,,,,,0,0,,,,0,,,
2848,RAINSTORM,UPPER WEST,SISSALA EAST MUNICIPAL,2012/04/08,,Ghana,10.5969887,-2.4640299,,,,,44,,,,,0,0,,,,0,,,
2844,RAINSTORM,ASHANTI,EJISU MUNICIPAL,2012/03/27,SAAPE,Ghana,6.6455143,-1.7333011,,,,1,,,,,,0,0,,,,0,,,Other personal belongings were destroyed
3924,RAINSTORM,WESTERN NORTH,AOWIN MUNICIPAL,2020/03/29,NYAKAMAM,Ghana,6.0233073,-3.1419973,,,,,22,,,,,0,0,,,,0,,,
3543,FLOOD,NORTHERN,TATALE/SANGULI,2020/08/15,"KUYULI, KOLANDO, NAHUYILI",Ghana,9.1397602,0.0579809,,,,,2,,,,,0,0,,,30,0,,,
2900,RAINSTORM,VOLTA,NKWANTA NORTH,2012/04/13,ABUNYANYA,Ghana,8.5509774,-0.0534841,,,,27,,,,,,0,0,,,,0,,,
2896,RAINSTORM,VOLTA,JASIKAN,2012/04/10,NEW AYOWA,Ghana,7.2588144,0.5195319,,,,1,,,,,,0,0,,,,0,,,
2894,RAINSTORM,VOLTA,JASIKAN,2012/04/03,BODADA JHS,Ghana,7.8224995,0.5482018,,,,1,,,,,,0,0,,,,0,,,
2892,RAINSTORM,VOLTA,JASIKAN,2012/04/03,BODADA,Ghana,7.3645524,0.4842138,,,,79,,,,,,0,0,,,,0,,,
2890,FLOOD,VOLTA,KETU NORTH MUNICIPAL,2012/04/06,DALAME,Ghana,6.1913632,0.8088097,,,,,4,,,,,0,0,,,,0,,,
2880,FLOOD,VOLTA,HO MUNICIPAL,2012/04/12,KLAVE,Ghana,6.8113348,0.5485799,,,,1,,,,,,0,0,,,,0,,,
2878,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO R.T.C WELFARE REHABLITATION CENTER,Ghana,6.3297437,-1.8962249,,,,1,,,,,,0,0,,,,0,,,
2876,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO-BANKOE,Ghana,6.6142022,0.4669684,,,,1,,,,,,0,0,,,,0,,,
2874,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO-ZONGO,Ghana,6.6320407,0.4770577,,,,2,,,,,,0,0,,,,0,,,
2872,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO-DOME,Ghana,6.6774172,0.3298825,,,,1,,,,,,0,0,,,,0,,,
2870,RAINSTORM,VOLTA,HO MUNICIPAL,2012/04/12,HO-DOME,Ghana,6.6774172,0.3298825,,,,4,,,,,,0,0,,,,0,,,
2868,RAINSTORM,VOLTA,KRACHI WEST,2012/04/12,TUNGA,Ghana,7.9821053,-0.3983399,,,,10,,,,,,0,0,,,,0,,,
2855,RAINSTORM,VOLTA,NORTH TONGU,2012/04/12,TSATI / GBORKORPE,Ghana,6.1442009,0.1332795,,,,,1,,,,,0,0,,,,0,,,
2851,RAINSTORM,UPPER WEST,WA EAST,2012/04/16,,Ghana,10.0833299,-2.7009384,,,,,164,,,,,0,0,,,,0,,,
2849,RAINSTORM,UPPER WEST,JIRAPA MUNICIPAL,2012/04/11,,Ghana,10.5228754,-2.7222493,,,,,36,,,,,0,0,,,,0,,,
2847,RAINSTORM,UPPER WEST,LAMBUSSIE KARNI,2012/03/29,,Ghana,10.8317195,-2.7664221,,,,,19,,,,,0,0,,,,0,,,
2834,FLOOD,ASHANTI,BOSOME FREHO,2012/02/28,ADUNKU,Ghana,6.3066758,-1.4969695,,,,1,,,,,,0,0,,,,0,,,
2824,RAINSTORM,ASHANTI,AMANSIE WEST,2012/03/23,"ESAASE,GENINSO,MANHYEI",Ghana,6.4379923,-1.9829312,,,,,5,,,,,0,0,,,,0,,,Personal belongings and electrical appliances were destroyed
2822,RAINSTORM,ASHANTI,AMANSIE WEST,2012/03/23,MANSO-ATWERE,Ghana,6.4471689,-1.873977,,,,,1,,,,,0,0,,,,0,,,personal belongings and electrical appliances were destroyed
2811,RAINSTORM,ASHANTI,AHAFO ANO SOUTH,2012/02/23,AHWEREWAM & DOMEABRA,Ghana,7.0721571,-1.9234465,,,,,18,,,,,0,0,,,,0,,,
2809,RAINSTORM,ASHANTI,AMANSIE WEST,2012/02/23,MANSO-BROFOYEDU,Ghana,6.4563679,-1.9699007,,,,,10,,,,,0,0,,,,0,,,Personal belongings and electrical appliances were destroyed
2807,RAINSTORM,ASHANTI,AMANSIE WEST,2012/02/23,,Ghana,6.4379923,-1.9829312,,,,,46,,,,,0,0,,,,0,,,
2700,TIDAL WAVES,ASHANTI,EJURA SEKYEDUMASE MUNICIPAL,2012/01/30,"EJURA,SEKYEDUMASE,FANTE, SUNKWAE,ATTA,AKURAA I,",Ghana,7.3744538,-1.3696235,,,,,,,,,,0,0,,,,0,,,Other personal belongings were destroyed
2648,RAINSTORM,EASTERN,LOWER MANYA MANYA KROBO MUN.,2017/11/13,KPONG,Ghana,6.1587535,0.0587421,,,,,1,,,,,0,0,,,,0,,,NO ESTIMATED COST
2646,RAINSTORM,EASTERN,AKUAPIM NORTH,2017/10/09,ADUKROM,Ghana,6.0147509,-0.0983193,,,,,21,,,,,0,0,,,,0,,,NO ESTIMATED COST
2643,RAINSTORM,EASTERN,ATIWA WEST,2017/12/09,AKWABENG,Ghana,6.3231578,-0.591575,,,,,22,,,,,0,0,,,,0,,,
2641,RAINSTORM,EASTERN,BIRIM CENTRAL MUNICIPAL,2017/11/12,AKROSO,Ghana,5.9163036,-0.9887112,,,,,15,,,,,0,0,,,,0,,,
2639,RAINSTORM,EASTERN,KWAHU EAST,2017/10/10,BOKURUWA,Ghana,6.679675,-0.717234,,,,,4,,,,,0,0,,,,0,,,NO ESTIMATED COST
2637,FLOOD,EASTERN,EAST AKIM,2017/07/05,TAFO,Ghana,6.2162405,-0.3913797,,,,,135,,,,,0,0,,,,0,,,
2631,RAINSTORM,EASTERN,AKUAPIM NORTH,2017/09/27,YENSI OKORASI,Ghana,6.0450067,-0.2729789,,,,,,,,,,0,0,,,,0,,,AN ESTIMATED AMOUNT OF 49300
